Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
"MISSION HEALTH COMMUNITIES",354,40,5,0,1,6,15,100,0,0,2.6,2.7,2.5,2.9,3.5,3.1,0.6,50.9,43.2,0.5,25,0.6,623988,15599.7,4,0.1,22.1,11.5,3.3,3.7,43.9,68.5,72.8,2.1,1.9,26.2,3.3,5.4,3.7,1.4,18.2,15.8,96.4,95.2,0,18.9,5.2,10.9,25.6,10.7
"MISSION HEALTH SERVICES",355,7,2,0,1,1,14.3,57.1,28.6,14.3,3.6,3.1,2.7,4.6,3.5,3.1,0.9,51.6,40.2,0.4,6,0.9,222141,31734.43,1,0.1,16.9,13.4,0.4,1.9,50.2,86.7,88.9,1.3,2,21.6,4.7,5.2,1.5,0.7,7.2,5.4,97.9,98.1,0,22.8,3.6,10.6,32.4,10
"MISSION POINT HEALTHCARE SERVICES",356,22,2,1,2,6,27.3,100,0,0,2.7,2,3.7,4.3,3.7,3.2,0.8,43.1,33.8,0.7,32,1.5,2065041,93865.5,20,0.9,23.5,11.9,2.1,1.2,57.4,79.2,83,1.7,1.4,13.3,2.5,5.2,1.5,0.4,8.2,6.9,94.8,96.9,0,15.6,4.5,3.5,20.1,10.9
"MISSISSIPPI CARE CENTER",357,5,1,0,0,1,20,100,0,0,3.6,3.4,3.8,2.4,4.5,3.6,0.6,49.5,38.3,0,6,1.2,39751,7950.2,0,0,27.5,12.9,4.3,3.2,55.5,87.1,99,2.1,2.5,17.5,3.2,3.7,6,2.5,22.8,24.1,99.3,99.8,0,25.2,5.7,0.8,25.9,10.9
"ML HEALTHCARE",358,6,1,0,0,2,33.3,66.7,0,33.3,3,3,1.2,4.3,3,2.7,0.4,58.1,57.3,0.2,10,1.7,153837,25639.5,0,0,26.5,13.2,1.1,1.1,56,76.1,79,1.8,2,8.5,3.1,3.2,0.6,0.3,7.5,8.5,89,89.6,0.3,13.8,2.7,1.1,19.8,10.7
"MOMENTUM SKILLED SERVICES",360,10,1,0,2,4,40,40,0,60,1.9,2.3,1.2,3.3,3.4,3,0.3,64.5,68.2,1.1,18,1.8,985110,98511,2,0.2,29.2,10.5,0.8,2.8,48.5,80.2,90.6,2.5,2.4,8,3.1,4.3,0.6,0.1,14.3,16.3,98,98.5,0,13.4,2.1,1,14.8,11.2
"MONARCH HEALTHCARE MANAGEMENT",361,45,1,0,3,6,13.3,95.6,4.4,0,2.3,2.2,3.5,3.1,3.4,3.1,0.9,48.2,47.3,1,85,1.9,1116493,24810.96,5,0.1,24.4,16.7,2.2,2.7,53.5,77.5,86.8,1.7,2.2,19.5,3.4,7.2,1.7,1.6,17.3,14.1,96.4,97.2,0,22.3,5.2,5.1,12.8,10.2
NAHS,362,12,1,0,0,1,8.3,100,0,0,4.2,3.3,3.2,4.9,4.5,3.9,0.5,37,41.8,0.1,2,0.2,110170,9180.83,1,0.1,21.7,9.1,0.7,0.4,61.8,90,96.5,1.9,1.7,5.2,1.5,3.3,0.6,0.1,7.3,6.7,95.1,98.7,0,12.6,4,6.2,8.8,10.7
"NATIONAL HEALTH CARE ASSOCIATES",363,43,6,0,0,7,16.3,100,0,0,3.2,2.7,3,4.3,3.8,3.4,0.7,35.9,37.8,0.3,30,0.7,742042,17256.79,0,0,23.2,11.4,1,2.6,59,74.3,74.3,1.7,1.2,17.8,3.5,4.5,0.8,0.3,13.1,12.2,93.8,88.1,0,27.4,7.3,38.4,19.1,10.2
"NATIONAL HEALTHCARE CORPORATION",364,63,7,0,0,2,3.2,100,0,0,4,3.5,3.3,4.6,3.8,3.3,0.7,46.3,30.4,0.2,17,0.3,1080101,17144.46,4,0.1,20.2,10,1.3,1,68.4,86.3,85.4,1.4,1.2,12.6,4.3,3.9,1.5,0.7,14.5,13.8,95.2,94.9,0,19,5.1,2.9,23.6,11.2
"NATIONAL LUTHERAN COMMUNITIES & SERVICES",365,2,2,0,0,0,0,0,100,0,4,3,4.5,4.5,4.5,4.3,1.1,32.7,26.7,1,1,0.5,17345,8672.5,0,0,17.8,10.8,0.7,2,61.2,73.9,82.9,1.7,1.6,12.6,1.2,9.9,1.8,0.8,27.3,17.3,96.5,82.9,0,20.5,9.4,1.5,26.7,9.1
"NATIONWIDE HEALTHCARE SERVICES",366,7,2,0,1,2,28.6,100,0,0,2.4,2.4,3,3,3.8,3.5,0.6,52.4,48.8,0.7,13,1.9,535301,76471.57,0,0,25.8,10.9,1.4,2.1,44.9,52.1,45.8,2.7,2,15.3,2.9,4.5,1.1,1,12.9,14.1,94.1,82.7,0,21.7,7.2,2.5,19.5,10.1
NEURORESTORATIVE,367,5,3,0,0,1,20,100,0,0,3,3.2,3,4.4,7.4,6.9,2.4,46.5,49.7,0,7,1.4,230561,46112.2,0,0,"","","","","",63.6,84,1.6,2,9.3,0.3,5,0.8,1.4,10.8,9.9,90.6,90.7,0,7.9,4.9,2.3,33,""
"NEW YORK CITY HEALTH + HOSPITALS",368,5,1,0,0,0,0,20,0,80,4.6,4,4.8,4.4,4.9,4.2,1.6,22.8,25.4,0.4,1,0.2,17345,3469,0,0,18.1,8.9,0.5,3.5,43.9,81.7,77.3,1.3,0.7,6.4,1.3,10.9,1.3,0.2,10.6,11.9,98.3,95.9,0.7,11.9,3.8,0.8,4.2,9.8
"NEXCARE HEALTH SYSTEMS",369,20,1,0,0,4,20,100,0,0,3.7,3.3,3.7,4.4,3.8,3.4,0.6,42.3,34.9,0.5,12,0.6,360307,18015.35,5,0.3,24.4,11,0.5,1.2,52.8,77.9,79.4,1.7,1.3,13.6,2.4,4.7,1.2,0.4,8.5,8,94.4,96.4,0.1,6.2,5.4,1.8,18.8,10.6
"NEXION HEALTH",370,52,3,1,0,6,11.5,92.3,0,7.7,2.3,2.4,2.8,2.8,3.6,3.2,0.4,43.6,43.3,0.6,76,1.5,2707974,52076.42,9,0.2,27.5,13,1.8,2.4,43.2,78.2,77.8,2.2,2.5,15.1,2.8,4.2,0.6,1,22,20.7,95.9,95.7,0.2,15.3,4.4,0.7,20.3,11.5
"NEXT STEP HEALTHCARE",371,14,1,0,3,1,7.1,100,0,0,2,2.1,2.4,2.4,3.4,3.1,0.6,40.6,51.6,0.7,22,1.6,1503053,107360.93,0,0,27,14.5,1.9,3.4,40.1,73.1,69.4,2.5,2.1,27,3.4,5.9,2.3,1.2,10.1,10,97.8,92.9,0.2,25.4,6.7,17.9,20.7,11.3
"NHS MANAGEMENT",372,43,3,0,0,1,2.3,100,0,0,2.8,2.7,3.7,3.5,4,3.4,0.6,51.1,49.8,0.4,10,0.2,241094,5606.84,2,0,25.4,11.9,1.6,3.6,56.5,78.7,86.9,1.9,1.7,21.3,3.1,6.6,1.5,0.6,9.8,10.1,93.8,92.1,0,9.4,4.4,1,23.5,10.7
"NOLAND HEALTH",374,10,1,0,0,0,0,20,80,0,2.7,2.4,4.1,3.3,4,3.4,0.7,46.9,35.7,0.2,2,0.2,31866,3186.6,0,0,26.7,11,1.6,2.2,43.9,88.2,90,2.5,1.6,19.3,3.6,5,3.6,1.3,14.2,10.7,97.7,91.5,0,9.9,6.3,1.6,24.9,10.9
"NORTH COUNTRY ASSOCIATES",375,9,1,0,0,0,0,77.8,22.2,0,2.4,2.3,4.1,2.6,4.6,4.2,1,50.1,48.3,0.5,2,0.2,23179,2575.44,0,0,21.9,19.4,2.1,3,64.8,70.9,69.3,2,3.6,20,4.6,3.7,1.2,0.6,30.7,32.9,96.1,89.2,0.1,28.6,2.5,8,17,10.3
"NORTH MISSISSIPPI HEALTH SERVICES",376,2,2,0,0,0,0,0,100,0,3.5,2,4.5,5,4.1,3.5,1.2,31.5,23.1,0.5,1,0.5,13520,6760,0,0,33.6,10.8,0.8,3.3,72.1,62.7,61.8,0.9,1,22.8,1.8,6.2,0.7,1.5,17.9,17.1,94.6,69.4,0,22.1,8.1,0.6,29.5,10.6
"NORTH SHORE HEALTHCARE",377,59,4,0,0,1,1.7,100,0,0,2.7,2.8,3.5,2.6,3.6,3.2,1,43.2,40.5,0.7,36,0.6,1219726,20673.32,5,0.1,25,14.4,1.8,2.3,50.3,79.1,82,1.8,2.1,17.8,3.6,5,2.7,2.7,25.5,20.1,95.7,96.1,0.2,27.2,4.6,5.2,15.9,10.5
"NURSING CARE MANAGEMENT OF AMERICA",379,5,2,0,0,0,0,100,0,0,3.2,2.6,3.2,4.6,3.9,3.5,0.7,37.6,28.4,0.2,4,0.8,53223,10644.6,2,0.4,20.8,11.2,0.2,0.8,60.7,84.7,85.4,2,1.3,7.7,4.2,3.1,0.3,0.2,5.4,5.9,98,97.5,0,25.5,4.5,22.3,23.2,10.3
"O'NEILL HEALTHCARE",380,6,1,0,0,0,0,100,0,0,4.3,3.8,1.8,5,3.5,3.1,0.5,50,52.7,0.2,1,0.2,166764,27794,0,0,25.4,10.1,0.6,1.3,68.3,71.6,85.5,1.7,0.9,3.2,3.9,3.6,0,0,4.1,3.5,87,95.8,0,22.3,4.3,44.3,25.9,11
"OCEAN HEALTHCARE",381,11,1,0,0,1,9.1,100,0,0,3.3,2.7,2.8,4.5,3.3,3,0.4,35.9,27.6,0.2,6,0.5,194268,17660.73,0,0,24.2,8.2,1.1,2.7,73.3,78.8,73.5,2.2,1.2,9.6,2.7,4.8,0.7,1.1,10.7,9.7,97.8,92.9,0,17.7,5.9,4.4,14,10.8
"OHANA PACIFIC MANAGEMENT CO.",382,6,1,0,0,0,0,100,0,0,3.7,3.2,4,3.8,4.2,3.7,1.5,39.2,32,0.2,1,0.2,65455,10909.17,1,0.2,17.8,13.1,0.4,2.4,54.2,84.5,85.9,1.2,1.3,10.9,1.6,5.2,4.3,1.4,29.4,18.2,96.7,98.3,0,18.6,5.1,0.5,6.2,9.4
"OHIO LIVING COMMUNITIES",383,11,1,0,0,0,0,0,100,0,4.7,3.9,4.4,4.9,4.6,4.1,1,42.5,23.3,0.3,1,0.1,14680,1334.55,0,0,22.6,11,0.7,0.9,66.4,85.9,81.1,1.5,1.3,8.4,2.5,2.1,1.1,0.2,11.7,7.5,88.9,94.4,0,18.3,5.2,8,22,11
"OKLAHOMA NURSING HOMES, LTD.",384,7,1,0,0,1,14.3,100,0,0,2.4,2.9,2.3,2.6,4.3,4,0.4,49.3,57.1,1,20,2.9,248469,35495.57,0,0,23.4,14,1,2.7,61.6,79.1,86.6,2.4,3.4,12,6.9,3.5,1.2,2.9,22.2,20.9,94.9,99.1,0.1,22.4,4.1,5.3,36.3,11.5
"ONYX HEALTH",385,8,1,0,0,0,0,100,0,0,4.9,4,4,5,3.6,3.4,1.1,29.8,40.2,0.3,0,0,0,0,0,0,25.8,4.9,1,0.9,59.9,98.4,99.5,2.4,0.6,4.3,0.9,3.5,0,0.3,5.5,6.2,100,99.9,0,4.6,5.3,5.3,7.9,10
"OPTIMA CARE",386,8,3,0,0,0,0,100,0,0,3,2.4,3.4,3.9,3.7,3.3,0.7,40.9,40.4,1.1,12,1.5,221669,27708.63,0,0,20,6.9,1.7,1.7,65.5,87,87.5,2,0.9,8.6,3.1,6.6,1.3,0.4,11.2,13,98.6,97.7,0,17.3,4.6,19.5,16.1,11.2
OSBYCORP,388,2,2,0,0,0,0,100,0,0,2,2.5,2,3.5,3.2,2.7,0.7,36.4,25,0,0,0,0,0,0,0,26.4,4.5,10.5,5.4,80,90,96.6,1.3,2.3,13.9,4.1,3.5,5.3,0.5,12.6,13.9,98.4,99.6,0,22.3,6.4,8.7,24.4,10.8
"OTTERBEIN SENIORLIFE",389,19,2,0,0,0,0,5.3,89.5,5.3,3.1,2.8,3.3,4.3,4.1,3.8,0.8,50.8,47.7,0.3,7,0.4,150342,7912.74,0,0,26.7,14.1,0.8,1.4,53,86.9,92.8,1.7,1.6,10.4,3.7,3.3,0.6,0.4,5.5,4.3,96.8,97.7,0,25.3,6.9,13,26.8,11
"PACIFIC RETIREMENT SERVICES",391,10,5,0,0,0,0,0,100,0,4.5,4.3,4.3,4.4,5.3,4.8,1.3,41.2,39.2,0.4,1,0.1,10033,1003.3,1,0.1,21.8,9.5,0.6,3.2,55.8,88.6,95.3,1.1,1.3,7.4,2.8,4.4,2.6,1.2,19.8,15.9,99.6,99.7,0,20.7,5.3,3.4,8,9.7
"PALLADIAN HEALTHCARE",393,6,2,0,0,2,33.3,100,0,0,1.7,2.2,1.2,2.2,2.7,2.5,0.3,48.4,55.3,0.2,9,1.5,389211,64868.5,2,0.3,26.7,17.7,1.6,3.3,49.4,81.9,62.4,2.2,3.1,18.8,5,4.1,1.7,0.8,28.8,27,92.9,83.1,0,20.8,7.2,24.3,19.8,11.6
"PALM GARDEN HEALTH AND REHABILITATION",394,14,1,0,0,2,14.3,100,0,0,3,2.4,3.4,4.4,3.7,3.4,0.6,43.9,42.2,0.5,16,1.1,327558,23397,0,0,25.8,8.1,0.9,1.9,47.8,94.6,96.9,2.4,1,4.3,2.2,4.2,0.9,0.5,12.9,10.1,98.3,99.7,0,18.9,5.6,0.8,18,11.6
"PARAGON HEALTHNET",395,11,1,0,0,0,0,100,0,0,4.5,4.1,2.4,4.8,3.9,3.4,0.8,32.4,34.1,1.1,0,0,0,0,0,0,16.8,6.9,1.6,1,70.3,91,93.2,1.4,0.9,15.3,2.8,7.6,0.7,0.3,9.9,12.5,97.7,98.8,0.2,9.4,5.9,35.3,18.8,10.3
"PARAMOUNT HEALTHCARE CONSULTANTS",396,14,2,0,0,0,0,100,0,0,2.4,2.9,2.7,1.9,3.6,3.2,0.3,45.8,50,0.4,8,0.6,321232,22945.14,4,0.3,30.5,17.9,3,2.7,56.8,43.8,67.5,2.7,3.9,28.9,4.1,6.3,1.4,1.7,23,19.9,94.1,86.8,0.2,14.7,5.4,1.3,18.6,12.9
"PEAK RESOURCES, INC.",397,9,1,0,0,1,11.1,100,0,0,3.4,3.6,2.4,3,3.3,3,0.4,44.1,39.1,0.1,5,0.6,84411,9379,1,0.1,23.2,13.3,2.4,4.5,53.4,90.7,92.2,1.7,1.9,14.8,4.5,5.4,2.2,0.4,21.7,18.4,95.4,97.9,0,16.1,10.6,3.6,23,11.3
"PETERSEN HEALTH CARE",399,14,2,1,1,4,28.6,100,0,0,1.7,2.3,1.2,2.3,3.3,3,0.5,52.7,63.1,1.2,23,1.6,1270769,90769.21,16,1.1,20.9,23.7,2.7,3,34.5,52.1,69.1,1.9,3.1,25.5,3.3,4.9,1.4,0.5,26.6,27.2,80.4,88,0,23.4,5.3,38.7,26.7,11
"PHILOSOPHY CARE CENTERS",400,3,2,0,0,1,33.3,100,0,0,2.7,2.7,2.3,4,3.5,3.1,0.5,33.4,26.8,0.3,2,0.7,158890,52963.33,0,0,27.9,8.8,2.7,1.4,65.1,55.1,52.2,2.1,1.6,14.7,1.9,7.5,0.9,0.5,7.6,9.2,94.6,87,0.3,8.9,5.5,9.3,28.4,10.4
"PHOENIX HEALTHCARE",401,6,1,0,0,1,16.7,100,0,0,3.2,3,3.5,3,4.3,4.1,0.4,53.3,42.5,4,4,0.7,46062,7677,1,0.2,22.7,21,1.6,4.1,51.8,67.3,67.6,2.1,2.7,22.1,5.1,4.6,2.8,0.8,15.9,14.7,87,86.7,0,20.2,5.3,2,15.7,10.7
"PHOENIX SENIOR LIVING",402,2,2,0,0,0,0,100,0,0,3,3,2.5,2.5,4.3,4,0.6,53.2,81.8,0,3,1.5,27834,13917,1,0.5,26.1,13.6,1.1,4.3,47,84.4,95.8,2.1,2.1,11.7,11,5,4,3.7,22.4,15.5,93.8,99.3,0,23.3,14.1,4.4,12.4,11.3
"PIONEER HEALTHCARE MANAGEMENT",403,9,1,1,0,1,11.1,100,0,0,2.9,2.8,3,3.1,3.3,3,0.6,57.2,57.6,0.3,6,0.7,186650,20738.89,9,1,21.7,11.6,2,0.9,59.5,60.7,59,2.1,2,28.6,2.2,6.3,1.1,1.5,9.3,10.5,83.7,77.9,0,9,4.6,4.1,20.5,10.8
"PIVOTAL HEALTH CARE",404,9,3,0,0,0,0,100,0,0,4.3,3.5,4.5,4.3,4.4,3.9,1,53.4,42.4,0.1,1,0.1,12248,1360.89,0,0,20.7,11.9,1.6,1,61.9,87.4,95.4,1.6,1,6.5,3.8,3.6,2.5,1.3,21,18.3,95.6,98.8,0,28.2,3.4,1.7,12.2,10.5
"PLANTATION MANAGEMENT COMPANY",406,16,1,0,1,2,12.5,100,0,0,1.6,2.2,1.3,1.9,3.2,2.8,0.1,46.7,46,0.9,16,1,881101,55068.81,4,0.3,33,15.1,1.9,3.9,37.2,78.3,84.2,2.6,2.4,21.7,3.6,6.6,2,0.9,18.6,15.1,95.9,88.7,0,18.7,5.9,1.5,19.8,11.4
"POLLAK HOLDINGS",408,6,2,1,3,3,50,100,0,0,1.8,1.4,1.5,3.8,3.6,3.3,0.5,58.4,55,1.5,15,2.5,806284,134380.67,1,0.2,27.3,13.1,2.5,1.7,60.4,37.7,38.5,1.8,1.8,18.1,2.6,5.1,0.8,0.6,15,12.7,80.4,64.5,0,24.2,9.1,1.9,20.4,11
"PREFERRED CARE",409,13,2,0,0,0,0,100,0,0,3.6,3.1,2.5,4.3,3.8,3.4,0.6,53.9,50.1,0.2,2,0.2,98053,7542.54,0,0,24.9,9.6,0.5,1.1,74.7,92.5,93.6,2.2,1.2,10,1.9,4.9,1.1,0.4,10.3,9,98.7,99.3,0,17.9,4.1,15.2,19.2,10.4
"PREMIER HEALTHCARE OF ILLINOIS",410,3,2,0,0,0,0,100,0,0,2.3,2.3,1.7,2.7,3.3,2.9,0.6,48.8,43,1,8,2.7,216664,72221.33,1,0.3,14.9,12.1,3.3,1.7,24.5,60.3,79,1.9,1.9,29.4,2.9,5.9,0.1,0.6,16.8,13.4,96.2,93.1,0,24.3,7,85.3,27.5,10.7
"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",411,5,1,0,0,0,0,20,80,0,4.8,4.2,4,4.6,5.4,4.5,1.2,55.4,50.5,0.3,0,0,0,0,0,0,24.8,13.3,1,2.4,81.6,92.2,98,0.6,0.5,6.1,8.6,5.1,0,0,11,8.6,100,100,0,25.2,"",0,"",10.8
"PRESBYTERIAN HOMES & SERVICES",412,20,3,0,0,0,0,10,90,0,4.2,3.5,4.9,3,4.4,4.1,1.1,33.1,31.7,0.6,5,0.3,99189,4959.45,3,0.2,21.4,10.8,1.1,3.7,55.7,80.3,86.4,1.3,1.5,16.7,4.5,6.4,3.7,2.7,27.6,22,87.4,97.3,0,29.3,4,4.4,13.4,10
"PRESBYTERIAN MANORS OF MID-AMERICA",413,13,2,0,0,0,0,0,100,0,3.6,3.5,3.9,3.1,4.5,4.1,0.8,52.7,45,0.3,10,0.8,126903,9761.77,3,0.2,23.7,12.9,1.4,4.2,57.8,71.1,81.4,1.3,1.9,8.6,5.1,4,3.8,1.4,23.4,24.2,95.6,96.3,0,29.1,5.2,2.2,19.6,10.2
"PRESBYTERIAN SENIOR LIVING",415,11,3,0,0,2,18.2,0,100,0,3.6,3.1,4.3,3.8,4,3.7,0.9,40.5,38.9,0.7,11,1,356569,32415.36,0,0,26.2,11.4,0.7,2.8,57.6,59.1,63.3,1.3,1.2,15.9,3.6,3.6,1.3,0.3,25.6,22.2,90.7,83.9,0,29.6,5.4,2.9,20.6,11.4
"PRESTIGE ADMINISTRATIVE SERVICES",416,9,2,0,0,1,11.1,100,0,0,2.3,2.1,2.4,3.6,3.8,3.2,0.6,47.9,46.3,0.6,8,0.9,384899,42766.56,1,0.1,20.4,12.8,1.6,2.7,41,68.1,64.4,1.5,1.8,15.3,2.6,8.6,1.7,0.5,18,11.3,96.8,92,0,19.9,6,3.3,26.7,11.3
"PRESTIGE CARE",417,2,2,0,1,1,50,100,0,0,3,2.5,2.5,4.5,4.4,3.8,0.8,44.3,53.8,0.5,3,1.5,30866,15433,0,0,23.1,9.8,0.8,0.4,66.8,93.5,98.4,0.9,1.1,19.7,2.2,5.1,0,0,9.7,8.8,98,100,0,5.4,0.6,14,8.8,10.2
"PRESTIGE HEALTHCARE ADMINISTRATIVE SERVICES",418,15,3,0,0,1,6.7,100,0,0,3.5,3.1,2.5,4.5,3.7,3.4,0.6,46,44,0.8,15,1,711156,47410.4,4,0.3,23.5,8.7,1.1,2.2,65.3,72.4,65.8,1.9,1.2,18.4,2.3,3.4,1,0.4,9,8.9,97,79.7,0,25,4.3,24.5,19.9,11.1
"PRIME HEALTH CARE ENTERPRISES",419,5,1,0,0,0,0,100,0,0,3.8,3.8,3.8,2.2,4.3,3.7,0.6,39.3,28.7,0.2,1,0.2,4558,911.6,0,0,24.7,17.5,1.1,1.3,19.6,68.2,73.8,1.9,2.8,25.6,3.4,6,1.4,1.7,11,13.4,97.8,91,0,9.3,4.9,0.6,20.3,11
"PRIME HEALTHCARE",420,6,3,0,0,1,16.7,83.3,16.7,0,3.3,3,3.2,3.6,6.8,6.3,2.2,26.3,16.3,0,8,1.3,270320,45053.33,3,0.5,29.9,14.1,0.9,3.6,35.7,67,48.8,2.1,0.9,10.2,2.4,7.4,3,5.2,14.4,14.3,99.4,92.5,0.2,8.6,4.4,17.1,18.8,12
"PRIME HEALTHCARE MANAGEMENT",421,11,1,0,3,2,18.2,100,0,0,1.2,1.8,1.4,1.5,3.4,3,0.4,69.1,82,1.2,3,0.3,386611,35146.45,7,0.6,25.3,17.2,1.5,6.1,52.3,65.3,70.4,2.9,3.4,20.9,6.1,5.1,2.9,2,27.6,24.7,89.6,87.9,0.2,17.7,6.5,15.7,25.7,10.7
"PRINCIPLE LONG TERM CARE",423,44,3,0,0,3,6.8,100,0,0,3.1,3,3,3.4,3.6,3.2,0.6,49,41.9,1,37,0.8,1218375,27690.34,7,0.2,23.9,14,1.1,2.6,52,73.1,76.1,1.8,1.9,13.9,3.1,5.5,1.5,0.4,16.8,14.4,93.8,89.4,0,8.2,6.1,2.3,23.4,10.9
"PRIORITY HEALTHCARE GROUP",424,14,4,0,0,1,7.1,100,0,0,2.7,2.8,2.6,3.2,3.1,2.9,0.6,46.9,39.5,0.4,12,0.9,391990,27999.29,3,0.2,21.2,9.4,2,1.7,47.1,62.1,63.7,2,1.4,21.9,3.6,4.5,2.6,0.7,18.3,18.3,96.1,87,0.1,25.4,7.2,3.2,21.8,11
"PRIORITY MANAGEMENT",425,38,2,0,0,5,13.2,89.5,0,10.5,2.7,3.1,1.4,3.4,3.3,2.9,0.3,51.1,44.2,0.3,32,0.8,1021212,26874,2,0.1,24.3,11.8,1.5,2.6,53.3,96.1,97,2.3,2,11.4,3,4.4,0.1,0.1,14.2,18.1,99.4,99.8,0,13.3,3.3,8.1,18.4,11.2
"PROGRESSIVE HEALTH CARE CENTERS",426,5,1,0,0,0,0,100,0,0,3.8,3.2,2.7,4.6,3.9,3.6,0.3,66.9,75,0.7,1,0.2,37151,7430.2,1,0.2,25,1.8,0.7,0,22.5,97.9,98.6,2.2,1.5,7.9,1.1,6.5,0.8,0.8,8.9,7.4,99.8,100,0,11.5,6.9,0.2,17.3,10.6
"PROGRESSIVE QUALITY CARE",427,11,1,0,0,0,0,100,0,0,2.6,1.9,2,4.7,3.6,3.2,0.7,55.5,38.1,0.3,10,0.9,223911,20355.55,3,0.3,27.2,12.7,0.3,1.9,70.2,67.5,77.8,1.8,1.9,8.4,3.4,4.6,0.2,0,5.1,4.4,95.6,94.4,0,22,5.9,46.6,23,11.8
"PROMONTORY HEALTHCARE",428,3,2,0,0,0,0,100,0,0,3.3,3,4.3,3.7,5.1,4.6,1.1,55.1,50.6,0.3,0,0,0,0,0,0,21.6,13,0.6,2.8,60.9,92.5,97.1,2.8,2.8,40.9,0,4.2,0,0,21,33.3,"",100,0,32.8,3.6,7.1,16.7,9.2
"PROVIDENCE HEALTH & SERVICES",430,6,3,0,1,1,16.7,16.7,83.3,0,2.7,2.3,4,3.5,6,5.4,1.8,37.3,38,0.5,6,1,267188,44531.33,0,0,26.8,9.1,1.4,2.2,41.7,91.1,85.7,1.7,1.1,6.4,0.7,10,4.3,4,15,15.9,97.9,96.3,1.8,8.8,4.5,6.4,14.5,10.5
"PROVIDENCE HEALTH GROUP",431,2,2,0,0,0,0,100,0,0,4,4,3.5,4,3.8,3.2,0.7,39.5,36.1,0,0,0,0,0,0,0,29.8,3.6,0,2.3,55.2,76.2,78.1,2.9,2,15.5,7.9,2.6,1.6,0,14.2,11.4,100,97.7,0,17.5,6.1,1.8,44.2,11.7
PRUITTHEALTH,434,96,4,0,1,2,2.1,99,1,0,2.9,2.8,2.4,3.7,3.4,2.9,0.6,42.8,40.6,0.6,77,0.8,1500123,15626.28,11,0.1,24.2,11.7,1.8,3,48.9,91.4,91.7,1.9,1.6,16.1,2.7,6.1,2.1,0.7,11.9,10.5,95.6,96.1,0,12.5,4.8,3.4,18.2,12.4
"QUALITY LIFE SERVICES",436,10,1,0,0,1,10,100,0,0,2.7,2.5,2.1,4.4,3.6,3.3,0.6,54.7,52.3,0.8,4,0.4,376644,37664.4,1,0.1,15.7,15.8,2.5,0.7,55.2,76,80.2,1.1,1.3,23.1,1.9,4,1.5,0.3,13.8,10.7,95.8,93.6,0.1,27.6,6.7,13.9,26.1,10.8
"RECOVER-CARE HEALTHCARE",438,26,3,0,1,1,3.8,100,0,0,2.4,2.4,2.3,3.2,3.6,3.3,0.6,55.6,46.6,0.2,58,2.2,912619,35100.73,3,0.1,20.3,12.8,2.7,3.3,45.8,63,67.4,1.8,2,17.1,2.9,4.6,1.6,1.9,19,18.8,92.4,88.3,0,23,5.4,7.8,24.2,10.5
REGALCARE,439,9,1,0,1,2,22.2,100,0,0,1.8,2,2.7,2.1,3.5,3.1,0.6,36.3,46.4,1.1,9,1,514265,57140.56,0,0,24.8,14,1.7,2.5,46.4,83,75.6,2.1,2,19.9,3.8,4.1,1.5,1.1,23.5,21.9,97.6,95.3,0,22.6,5.7,7.6,15.5,11.7
